#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.07481     0.07481           0
           2    -0.00891     0.03295   0.0295995
           3    0.008622   0.0248407   0.0208142
           4   -0.034246    0.010069   0.0201828
           5    0.089958   0.0260468   0.0215623
           6    0.008846     0.02318   0.0181582
           7    -0.01347   0.0179443   0.0163015
           8   -0.101012  0.00307475   0.0199229
           9   -0.093374 -0.00764178   0.0203887
          10   -0.080688  -0.0149464   0.0196148
          11    0.106702 -0.00388745   0.0207159
          12   -0.025982 -0.00572867   0.0190712
          13   -0.017438 -0.00662938   0.0176255
          14     0.12213  0.00256771    0.018612
          15   -0.010018  0.00172867   0.0173901
          16   -0.130442   -0.006532   0.0181595
          17   -0.033212 -0.00810141    0.017159
          18   -0.067244  -0.0113871   0.0165173
          19    -0.10264  -0.0161899   0.0163313
          20   -0.032922  -0.0170265   0.0155362
