#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     4.67997     4.67997           0
           2     4.97828     4.82913     0.10547
           3     4.61067     4.75631   0.0920809
           4     4.52803     4.69924    0.084924
           5     4.65517     4.69043   0.0683951
           6     4.62224     4.67906   0.0579323
           7     4.72648     4.68583   0.0500507
           8     4.81025     4.70139   0.0461472
           9     4.59418     4.68947   0.0425293
          10      4.4658     4.66711   0.0437646
          11     4.40821     4.64357   0.0456783
          12      4.6818     4.64676   0.0419827
          13     4.73637     4.65365   0.0393151
          14     4.74059     4.65986   0.0369941
          15     4.57604     4.65427   0.0349473
          16     4.70005     4.65713     0.03288
          17     4.82249     4.66686   0.0323527
          18     4.65765     4.66635   0.0305594
          19     4.66743     4.66641    0.028951
          20      4.4665     4.65641    0.029178
