#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.688426   -0.688426           0
           2   -0.685592   -0.687009  0.00100211
           3   -0.685488   -0.686502 0.000785852
           4    -0.68767   -0.686794 0.000641322
           5   -0.686884   -0.686812 0.000513311
           6   -0.684524   -0.686431 0.000551472
           7   -0.687368   -0.686565 0.000488688
           8   -0.685215   -0.686396 0.000455802
           9   -0.685802    -0.68633  0.00040991
          10   -0.683873   -0.686084  0.00043639
          11   -0.685406   -0.686022 0.000401046
          12   -0.686615   -0.686072 0.000370658
          13   -0.687265   -0.686164  0.00035332
          14   -0.686238   -0.686169 0.000328123
          15   -0.684958   -0.686088 0.000316017
          16   -0.686554   -0.686117 0.000297602
          17   -0.684356   -0.686014 0.000297591
          18     -0.6859   -0.686007 0.000281125
          19   -0.686705   -0.686044 0.000268717
          20   -0.685047   -0.685994 0.000259867
