#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.108498    0.108498           0
           2    0.104578    0.106538  0.00138593
           3    0.098616    0.103897  0.00234573
           4    0.073482   0.0962935  0.00681607
           5    0.078602   0.0927552  0.00630471
           6    0.080212   0.0906647  0.00558978
           7    0.084614   0.0898003  0.00485761
           8    0.113736   0.0927922  0.00508909
           9    0.087284   0.0921802  0.00456029
          10    0.088038    0.091766  0.00412303
          11    0.084908   0.0911425  0.00379505
          12    0.098172   0.0917283  0.00352372
          13    0.093436   0.0918597  0.00325511
          14    0.105116   0.0928066  0.00315732
          15    0.075922   0.0916809  0.00314108
          16    0.092888   0.0917564  0.00294567
          17    0.089188   0.0916053  0.00277627
          18     0.07501   0.0906833  0.00277089
          19    0.088462   0.0905664  0.00262752
          20    0.084942   0.0902852  0.00251115
