#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     45.6276     45.6276           0
           2     44.6878     45.1577    0.332262
           3     39.7475     43.3543     1.48905
           4     39.1839     42.3117     1.43612
           5     39.7422     41.7978     1.23743
           6      45.396     42.3975      1.1675
           7     44.9705     42.7651       1.057
           8     38.2602      42.202     1.06435
           9     45.7698     42.5984     1.01724
          10     45.9544      42.934    0.969294
          11     42.2849      42.875    0.882971
          12     43.2511     42.9063    0.809946
          13     53.0165      43.684     1.05701
          14     39.1493     43.3601     1.02994
          15     47.9217     43.6642     1.00518
          16     46.8601      43.864    0.961992
          17     47.7394     44.0919    0.932024
          18      38.567      43.785    0.929413
          19     41.7227     43.6765    0.886812
          20     48.4872      43.917    0.874485
