#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.027292    0.027292           0
           2    0.027432    0.027362 4.94975e-05
           3    0.018704    0.024476  0.00235664
           4    0.029972     0.02585   0.0021307
           5    0.033628   0.0274056  0.00220033
           6    0.034276   0.0285507  0.00211063
           7    0.031898   0.0290289  0.00186249
           8    0.025494    0.028587  0.00168128
           9    0.031916   0.0289569  0.00153462
          10     0.02345   0.0284062  0.00147666
          11     0.02333   0.0279447  0.00141269
          12    0.025136   0.0277107  0.00131421
          13    0.027072   0.0276615  0.00121404
          14    0.029702   0.0278073  0.00113603
          15    0.025792   0.0276729  0.00106821
          16    0.027902   0.0276873  0.00100155
          17    0.032346   0.0279613 0.000979406
          18    0.024326   0.0277593 0.000945588
          19    0.034068   0.0280914 0.000952334
          20    0.026288   0.0280012 0.000908976
