#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.583784   -0.583784           0
           2   -0.580992   -0.582388 0.000987121
           3    -0.58404   -0.582939 0.000797011
           4   -0.583128   -0.582986 0.000599162
           5   -0.583968   -0.583182 0.000510505
           6    -0.58226   -0.583029 0.000447971
           7   -0.584156    -0.58319 0.000411908
           8   -0.582484   -0.583102 0.000369744
           9   -0.581832    -0.58296 0.000354548
          10   -0.581748   -0.582839 0.000339191
          11   -0.583784   -0.582925 0.000319045
          12   -0.584564   -0.583062  0.00032036
          13   -0.582644    -0.58303 0.000297323
          14    -0.57878   -0.582726 0.000402216
          15   -0.580596   -0.582584 0.000399683
          16   -0.584256   -0.582689 0.000388123
          17   -0.582216   -0.582661 0.000366286
          18   -0.583384   -0.582701 0.000348134
          19   -0.582036   -0.582666 0.000331566
          20    -0.57962   -0.582514 0.000348211
