#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      2.4624      2.4624           0
           2     2.51427     2.48834   0.0183414
           3      2.4208     2.46582    0.022076
           4     2.52133      2.4797   0.0204585
           5     2.56435     2.49663   0.0222968
           6     2.53459     2.50296   0.0194576
           7     2.61844     2.51945   0.0226151
           8     2.57875     2.52687   0.0209677
           9     2.52255     2.52639   0.0186434
          10     2.48111     2.52186   0.0173201
          11      2.4825     2.51828   0.0161108
          12     2.48055     2.51514    0.015072
          13     2.36311     2.50344   0.0178829
          14     2.44418     2.49921   0.0170993
          15     2.53135     2.50135   0.0160931
          16     2.47353     2.49961   0.0151809
          17     2.52494      2.5011   0.0143609
          18     2.58806     2.50594   0.0143527
          19     2.34699     2.49757   0.0158488
          20     2.46903     2.49614   0.0151205
