#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.003766    0.003766           0
           2    0.005446    0.004606  0.00059397
           3    0.004986  0.00473267 0.000409263
           4    -0.00079    0.003352  0.00123446
           5   -0.005188    0.001644  0.00181909
           6   -0.002144  0.00101267  0.00162177
           7   -0.000514 0.000794571  0.00140468
           8    0.010952  0.00206425  0.00170916
           9    0.008244  0.00275089  0.00165143
          10    -0.00452   0.0020238  0.00163855
          11   -0.005342  0.00135418  0.00162065
          12    0.000382  0.00127317  0.00148762
          13    0.004874  0.00155015  0.00139874
          14    0.008028  0.00201286  0.00137323
          15   -0.000328   0.0018568  0.00129052
          16    0.008342  0.00226212  0.00127192
          17   -0.001832  0.00202129  0.00121969
          18    0.007792  0.00234189  0.00119332
          19    -0.00027  0.00220442   0.0011384
          20   -0.007212   0.0017336  0.00117482
