# VELOCITY:     AVE_POFV:        ERROR:
     2.15952    0.407989  0.00022482
     2.55216    0.372049 0.000214371
      2.9448    0.299072 0.000197472
     3.33745    0.199235 0.000164714
     3.73009    0.137813 0.000131287
     4.12273   0.0753891 8.03111e-05
     4.51537   0.0323195 6.28416e-05
     4.90801   0.0135291 5.22278e-05
     5.30065  0.00534907 3.24844e-05
     5.69329  0.00364047 2.44227e-05
     6.08593  0.00146724 1.85818e-05
     6.47857 0.000199342 2.87913e-06
     6.87121 3.46361e-05  5.7256e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0109828  3.1181e-05
    0.588961   0.0811082 0.000104429
    0.981602    0.199976 0.000117094
     1.37424    0.320983 0.000229928
     1.76688    0.383534 0.000236451
     2.15952    0.409648 0.000221384
     2.55216    0.370609 0.000210547
      2.9448    0.300091 0.000192944
     3.33745     0.20155 0.000168532
     3.73009    0.137427 0.000127623
     4.12273   0.0754292  7.7883e-05
     4.51537   0.0319036  6.1698e-05
     4.90801   0.0132192  5.1154e-05
     5.30065   0.0052177 3.16473e-05
     5.69329  0.00353016 2.38207e-05
     6.08593  0.00142278 1.80483e-05
     6.47857 0.000193301  2.7954e-06
     6.87121 3.35865e-05 5.55744e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0114525 3.21716e-05
    0.588961   0.0817873 0.000102578
    0.981602    0.199986  0.00011365
     1.37424    0.320185 0.000223934
     1.76688    0.383212 0.000229619
     2.15952    0.409575 0.000214879
     2.55216    0.368808 0.000208593
      2.9448    0.298154 0.000192599
     3.33745    0.205186 0.000184103
     3.73009    0.138044 0.000124697
     4.12273   0.0757611 7.59844e-05
     4.51537   0.0311071 6.26773e-05
     4.90801   0.0131217 4.97011e-05
     5.30065  0.00543427 3.11259e-05
     5.69329  0.00344228 2.32101e-05
     6.08593  0.00138094 1.75444e-05
     6.47857 0.000187616  2.7164e-06
     6.87121 3.25987e-05 5.39887e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0113881 3.12883e-05
    0.588961   0.0815827 9.97609e-05
    0.981602    0.200648 0.000111469
     1.37424     0.31877 0.000220009
     1.76688    0.383282 0.000223064
     2.15952    0.410344 0.000209504
     2.55216     0.37084 0.000208063
      2.9448    0.298525 0.000187294
     3.33745    0.203649 0.000182377
     3.73009      0.1371 0.000123103
     4.12273   0.0758219 7.38269e-05
     4.51537   0.0307574 6.14268e-05
     4.90801   0.0132197 4.83349e-05
     5.30065  0.00548147 3.02565e-05
     5.69329  0.00389305 2.48623e-05
     6.08593  0.00134148 1.70678e-05
     6.47857 0.000182255 2.64173e-06
     6.87121 3.16673e-05 5.24908e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0112146 3.06856e-05
    0.588961   0.0834093 0.000105882
    0.981602    0.201789 0.000111573
     1.37424    0.320187 0.000216424
     1.76688    0.381923 0.000219159
     2.15952    0.408167 0.000209881
     2.55216    0.370842 0.000202284
      2.9448      0.2978  0.00018287
     3.33745    0.202976    0.000178
     3.73009    0.136954 0.000119732
     4.12273   0.0753426 7.26364e-05
     4.51537   0.0319242 6.55943e-05
     4.90801   0.0131519 4.70187e-05
     5.30065  0.00559254 2.95292e-05
     5.69329  0.00407314 2.45317e-05
     6.08593  0.00130422 1.66163e-05
     6.47857 0.000177193 2.57104e-06
     6.87121 3.07876e-05 5.10737e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0111253 2.99284e-05
    0.588961   0.0834912 0.000103038
    0.981602    0.201944 0.000108618
     1.37424    0.321029 0.000211482
     1.76688    0.380773 0.000214907
     2.15952    0.409151 0.000205489
     2.55216    0.371065 0.000196885
      2.9448    0.297464 0.000178099
     3.33745    0.202661 0.000173344
     3.73009    0.136158 0.000117956
     4.12273   0.0750026 7.11143e-05
     4.51537   0.0321436 6.40252e-05
     4.90801   0.0129908 4.59011e-05
     5.30065  0.00589997 2.96077e-05
     5.69329  0.00405196 2.38738e-05
     6.08593  0.00139357 1.63002e-05
     6.47857 0.000437223  6.5455e-06
     6.87121 7.55262e-05 1.15323e-06
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0109138 2.95534e-05
    0.588961   0.0831449 0.000100649
    0.981602    0.202973 0.000108437
     1.37424    0.320831 0.000205968
     1.76688    0.380161 0.000209735
     2.15952    0.410611 0.000202943
     2.55216    0.371919  0.00019273
      2.9448    0.296128 0.000176179
     3.33745    0.202454 0.000168851
     3.73009    0.135677 0.000115398
     4.12273   0.0743159 7.10626e-05
     4.51537   0.0326468 6.34308e-05
     4.90801   0.0131727 4.48932e-05
     5.30065  0.00587627 2.88338e-05
     5.69329  0.00417774 2.34291e-05
     6.08593   0.0013569 1.58942e-05
     6.47857 0.000425718 6.37887e-06
     6.87121 7.35387e-05 1.12383e-06
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0108069 2.89029e-05
    0.588961   0.0818166 0.000102827
    0.981602    0.201917 0.000108478
     1.37424    0.320876  0.00020069
     1.76688    0.383299  0.00021702
     2.15952    0.409848 0.000198535
     2.55216    0.373763 0.000192632
      2.9448    0.296555 0.000171949
     3.33745    0.201559 0.000165836
     3.73009    0.135396 0.000112629
     4.12273   0.0735611 7.14353e-05
     4.51537   0.0320468 6.33631e-05
     4.90801    0.013205 4.37485e-05
     5.30065  0.00573769  2.8279e-05
     5.69329  0.00461845 2.50274e-05
     6.08593  0.00136564  1.5488e-05
     6.47857 0.000414802  6.2205e-06
     6.87121 7.16531e-05  1.0959e-06
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0105379 2.88681e-05
    0.588961   0.0807581 0.000103242
    0.981602    0.201733 0.000105852
     1.37424    0.320589 0.000195787
     1.76688    0.386411 0.000223652
     2.15952    0.408209 0.000197297
     2.55216     0.37368 0.000187826
      2.9448    0.297695 0.000169738
     3.33745    0.201163 0.000161952
     3.73009    0.134913 0.000110387
     4.12273   0.0738439 6.99599e-05
     4.51537   0.0323183 6.21017e-05
     4.90801   0.0130317 4.28453e-05
     5.30065  0.00559631 2.77679e-05
     5.69329  0.00457167  2.4426e-05
     6.08593  0.00133297   1.512e-05
     6.47857 0.000404432 6.06979e-06
     6.87121 6.98617e-05 1.06931e-06
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0108469 2.90688e-05
    0.588961   0.0809574 0.000100831
    0.981602    0.200727 0.000105896
     1.37424    0.319695 0.000192142
     1.76688    0.386618 0.000218251
     2.15952    0.409148 0.000193724
     2.55216    0.374431 0.000184079
      2.9448    0.296308 0.000168717
     3.33745    0.201741 0.000158574
     3.73009    0.135759 0.000109482
     4.12273   0.0730534 7.06935e-05
     4.51537   0.0327623 6.14636e-05
     4.90801   0.0131013 4.18316e-05
     5.30065  0.00548483 2.72148e-05
     5.69329  0.00446017 2.39714e-05
     6.08593  0.00130046 1.47706e-05
     6.47857 0.000394567  5.9262e-06
     6.87121 6.81578e-05 1.04399e-06
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0106998 2.85828e-05
    0.588961   0.0805506 9.88854e-05
    0.981602    0.200558  0.00010345
     1.37424    0.319667 0.000187568
     1.76688    0.389071 0.000220586
     2.15952    0.408854 0.000189236
     2.55216    0.374246 0.000179748
      2.9448    0.295012 0.000167448
     3.33745    0.201494 0.000154905
     3.73009    0.135821 0.000106885
     4.12273   0.0723917 7.07111e-05
     4.51537   0.0330075 6.02715e-05
     4.90801    0.013985 4.57331e-05
     5.30065  0.00542583 2.66024e-05
     5.69329  0.00435397 2.35311e-05
     6.08593   0.0012695  1.4437e-05
     6.47857 0.000385173 5.78924e-06
     6.87121  6.6535e-05 1.01983e-06
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0105689 2.80844e-05
    0.588961   0.0805433 9.65859e-05
    0.981602    0.200409 0.000101103
     1.37424    0.318273 0.000186065
     1.76688    0.388621  0.00021571
     2.15952    0.411518 0.000194984
     2.55216    0.375334 0.000177391
      2.9448    0.293773 0.000166081
     3.33745    0.199834 0.000156172
     3.73009    0.136533 0.000105709
     4.12273   0.0734424 7.32786e-05
     4.51537   0.0327275 5.92306e-05
     4.90801   0.0137969 4.48842e-05
     5.30065  0.00554945  2.6143e-05
     5.69329  0.00425272 2.31047e-05
     6.08593  0.00123998  1.4118e-05
     6.47857 0.000376215 5.65846e-06
     6.87121 6.49877e-05 9.96767e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0105457 2.74514e-05
    0.588961   0.0805101 9.43939e-05
    0.981602     0.20171 0.000103354
     1.37424    0.317959 0.000181983
     1.76688    0.390076 0.000213519
     2.15952    0.411442  0.00019056
     2.55216    0.375085 0.000173457
      2.9448    0.290785 0.000176629
     3.33745    0.199942 0.000152644
     3.73009    0.136044 0.000103933
     4.12273   0.0735561 7.16623e-05
     4.51537   0.0336347 6.16271e-05
     4.90801   0.0142652 4.52028e-05
     5.30065  0.00550372  2.5571e-05
     5.69329  0.00415606 2.26917e-05
     6.08593  0.00121179 1.38128e-05
     6.47857 0.000367665 5.53345e-06
     6.87121 6.35107e-05 9.74721e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0105338 2.68428e-05
    0.588961   0.0825148  0.00010346
    0.981602    0.202468 0.000102592
     1.37424    0.317258 0.000178688
     1.76688    0.388861 0.000210689
     2.15952    0.411629 0.000186376
     2.55216    0.374708 0.000169831
      2.9448    0.289806 0.000174204
     3.33745    0.199409 0.000149769
     3.73009    0.136048 0.000101624
     4.12273   0.0733231 7.02801e-05
     4.51537   0.0346902 6.50908e-05
     4.90801   0.0145289 4.46238e-05
     5.30065  0.00541076 2.50966e-05
     5.69329  0.00406371 2.22917e-05
     6.08593  0.00118487 1.35204e-05
     6.47857 0.000359495 5.41384e-06
     6.87121 6.20993e-05 9.53629e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0106545 2.64096e-05
    0.588961   0.0827954 0.000101422
    0.981602    0.203576 0.000103634
     1.37424    0.317613    0.000175
     1.76688    0.386719 0.000212074
     2.15952    0.411479 0.000182358
     2.55216    0.374084 0.000166774
      2.9448      0.2904 0.000170978
     3.33745    0.200331 0.000148083
     3.73009    0.136229 9.95041e-05
     4.12273   0.0725509 7.10723e-05
     4.51537   0.0345889 6.37196e-05
     4.90801   0.0147101 4.38578e-05
     5.30065  0.00558125 2.48709e-05
     5.69329  0.00397536 2.19043e-05
     6.08593  0.00115911 1.32401e-05
     6.47857  0.00035168 5.29928e-06
     6.87121 6.07493e-05 9.33429e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0104519 2.62763e-05
    0.588961   0.0827333 9.92746e-05
    0.981602    0.202674 0.000103588
     1.37424    0.318744 0.000173297
     1.76688    0.386587 0.000207585
     2.15952    0.411228 0.000178574
     2.55216     0.37343 0.000163937
      2.9448    0.291416 0.000169013
     3.33745    0.200989 0.000145743
     3.73009    0.135467 9.89986e-05
     4.12273   0.0723845 6.96683e-05
     4.51537   0.0351633 6.37872e-05
     4.90801   0.0145456 4.30958e-05
     5.30065  0.00559396 2.43436e-05
     5.69329  0.00391311 2.14874e-05
     6.08593  0.00113445 1.29712e-05
     6.47857 0.000344197 5.18947e-06
     6.87121 5.94568e-05 9.14066e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0103216 2.59079e-05
    0.588961   0.0843195 0.000104015
    0.981602    0.203691 0.000104166
     1.37424    0.318381 0.000169897
     1.76688     0.38535 0.000205297
     2.15952    0.408363   0.0001872
     2.55216    0.375323 0.000166484
      2.9448    0.291116 0.000165639
     3.33745    0.200404 0.000143359
     3.73009    0.135933 9.75442e-05
     4.12273   0.0727441 6.87312e-05
     4.51537    0.035839 6.44179e-05
     4.90801   0.0142588 4.27254e-05
     5.30065  0.00547742  2.3991e-05
     5.69329  0.00383159 2.11255e-05
     6.08593  0.00111081 1.27129e-05
     6.47857 0.000337026 5.08411e-06
     6.87121 5.82181e-05  8.9549e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0102986 2.53848e-05
    0.588961   0.0842879 0.000101895
    0.981602    0.205702  0.00011232
     1.37424    0.317492 0.000167718
     1.76688    0.385933 0.000201567
     2.15952    0.406918 0.000186455
     2.55216    0.374117 0.000165494
      2.9448     0.29156  0.00016259
     3.33745    0.200108 0.000140602
     3.73009    0.135858 9.55694e-05
     4.12273   0.0740581 7.39844e-05
     4.51537   0.0356794 6.32132e-05
     4.90801   0.0142512 4.18539e-05
     5.30065  0.00536563 2.36458e-05
     5.69329  0.00375339 2.07747e-05
     6.08593  0.00108814 1.24647e-05
     6.47857 0.000330148 4.98294e-06
     6.87121   5.703e-05 8.77653e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0102403 2.49144e-05
    0.588961   0.0835101 0.000101495
    0.981602    0.206633 0.000112201
     1.37424    0.317791 0.000164511
     1.76688     0.38746 0.000200728
     2.15952    0.407593 0.000183405
     2.55216    0.371817 0.000170846
      2.9448    0.291082 0.000159729
     3.33745    0.199948 0.000137841
     3.73009    0.134957 9.59914e-05
     4.12273   0.0746682 7.38903e-05
     4.51537   0.0360321  6.2494e-05
     4.90801   0.0143629 4.10995e-05
     5.30065  0.00556135  2.3619e-05
     5.69329  0.00374695 2.03598e-05
     6.08593  0.00107581 1.22188e-05
     6.47857 0.000323545 4.88571e-06
     6.87121 5.58894e-05 8.60512e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

