# VELOCITY:     AVE_POFV:        ERROR:
    0.588961    0.076859 0.000127042
    0.981602    0.207048 0.000136873
     1.37424    0.322511 0.000393361
     1.76688    0.378246 0.000351744
     2.15952    0.429481 0.000308073
     2.55216    0.380605 0.000308575
      2.9448    0.286075 0.000296125
     3.33745    0.186893 0.000246583
     3.73009    0.135088 0.000228346
     4.12273   0.0706974 0.000115077
     4.51537   0.0348247  0.00011182
     4.90801   0.0151131 8.14526e-05
     5.30065  0.00672603 4.93561e-05
     5.69329  0.00562726 4.12298e-05
     6.08593 0.000327937 5.36752e-06
     6.47857 0.000266772 5.01645e-06
     6.87121 6.92722e-05 1.10811e-06
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0104995 4.50963e-05
    0.588961   0.0766131 0.000119701
    0.981602    0.205125 0.000136123
     1.37424    0.326178 0.000379607
     1.76688     0.38027 0.000334275
     2.15952    0.421749 0.000339647
     2.55216    0.384443 0.000303408
      2.9448    0.286979 0.000279472
     3.33745    0.185079 0.000235759
     3.73009     0.13468 0.000215117
     4.12273   0.0730252 0.000120693
     4.51537   0.0353064 0.000105818
     4.90801   0.0144925 7.79649e-05
     5.30065  0.00649685 4.67478e-05
     5.69329  0.00529624 3.95365e-05
     6.08593 0.000308647 5.07102e-06
     6.47857 0.000251079 4.73499e-06
     6.87121 6.51973e-05 1.04708e-06
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0102176 4.30784e-05
    0.588961   0.0754651 0.000116072
    0.981602    0.205762 0.000129385
     1.37424     0.32487 0.000359769
     1.76688    0.381899 0.000317904
     2.15952    0.418227 0.000330777
     2.55216    0.384124 0.000286645
      2.9448    0.289168 0.000268672
     3.33745    0.188261 0.000234298
     3.73009    0.136275 0.000206428
     4.12273   0.0715472 0.000118914
     4.51537   0.0350684 0.000100088
     4.90801     0.01403 7.43927e-05
     5.30065  0.00635208 4.42752e-05
     5.69329  0.00500201  3.7944e-05
     6.08593   0.0002915 4.80539e-06
     6.47857  0.00023713 4.48335e-06
     6.87121 6.15753e-05  9.9239e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632  0.00996278  4.1228e-05
    0.588961   0.0745546 0.000111932
    0.981602     0.20431 0.000127025
     1.37424    0.324125 0.000341263
     1.76688     0.38777 0.000329943
     2.15952    0.415012 0.000321941
     2.55216    0.383553 0.000271874
      2.9448    0.289701 0.000254826
     3.33745     0.18932 0.000223292
     3.73009    0.135799 0.000195868
     4.12273   0.0724427 0.000114515
     4.51537   0.0350367 9.48229e-05
     4.90801   0.0138942 7.05462e-05
     5.30065  0.00607982 4.24079e-05
     5.69329  0.00473874 3.64513e-05
     6.08593 0.000276158 4.56608e-06
     6.47857  0.00022465 4.25703e-06
     6.87121 5.83345e-05 9.43098e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0109621 4.54049e-05
    0.588961   0.0769776 0.000120037
    0.981602    0.200857 0.000144424
     1.37424     0.32259 0.000326114
     1.76688    0.391771  0.00032666
     2.15952    0.412529 0.000311125
     2.55216    0.377487 0.000293518
      2.9448    0.294314 0.000264285
     3.33745    0.191224 0.000216595
     3.73009    0.135083   0.0001868
     4.12273   0.0736808  0.00011245
     4.51537   0.0343926 9.12901e-05
     4.90801   0.0140702 6.71409e-05
     5.30065  0.00588725 4.05299e-05
     5.69329  0.00450181 3.50544e-05
     6.08593  0.00026235 4.34937e-06
     6.47857 0.000213417 4.05241e-06
     6.87121 5.54177e-05 8.98447e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0110162 4.32607e-05
    0.588961   0.0781851  0.00011765
    0.981602    0.200831 0.000137548
     1.37424    0.322102 0.000310788
     1.76688    0.391029 0.000311574
     2.15952    0.412158 0.000296432
     2.55216    0.375231 0.000284321
      2.9448     0.29497 0.000252151
     3.33745    0.193157 0.000211025
     3.73009    0.133707 0.000180701
     4.12273   0.0747977 0.000110136
     4.51537   0.0344803 8.69664e-05
     4.90801   0.0147326 6.57356e-05
     5.30065  0.00566867 3.89263e-05
     5.69329  0.00428744 3.37477e-05
     6.08593 0.000249857 4.15222e-06
     6.47857 0.000203255 3.86652e-06
     6.87121 5.27788e-05 8.57817e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0105192 4.28524e-05
    0.588961   0.0767563 0.000117028
    0.981602    0.202967 0.000140212
     1.37424    0.320864 0.000298029
     1.76688    0.390941 0.000297418
     2.15952    0.413971 0.000286024
     2.55216    0.371445 0.000285069
      2.9448    0.296651 0.000243786
     3.33745    0.195121 0.000206452
     3.73009    0.133835 0.000172512
     4.12273   0.0751591 0.000105459
     4.51537   0.0344855 8.30134e-05
     4.90801   0.0141578   6.413e-05
     5.30065    0.005411 3.76282e-05
     5.69329  0.00409255 3.25251e-05
     6.08593   0.0002385 3.97211e-06
     6.47857 0.000194016  3.6969e-06
     6.87121 5.03798e-05 8.20689e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0103494 4.11759e-05
    0.588961   0.0756891 0.000114614
    0.981602    0.203351 0.000134409
     1.37424    0.321477 0.000285421
     1.76688    0.389633  0.00028608
     2.15952    0.412538 0.000275578
     2.55216    0.371927   0.0002729
      2.9448    0.295327 0.000235175
     3.33745    0.197297 0.000203754
     3.73009    0.135946 0.000172047
     4.12273   0.0760172 0.000102797
     4.51537   0.0341668 7.97437e-05
     4.90801   0.0135868 6.27392e-05
     5.30065  0.00517574 3.63989e-05
     5.69329  0.00391462 3.13805e-05
     6.08593  0.00022813 3.80693e-06
     6.47857  0.00018558 3.54152e-06
     6.87121 4.81893e-05  7.8663e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0107804 4.06952e-05
    0.588961   0.0785886 0.000128627
    0.981602    0.201003 0.000139749
     1.37424    0.320491 0.000274474
     1.76688    0.390679 0.000275221
     2.15952    0.411009 0.000266445
     2.55216    0.371097  0.00026223
      2.9448    0.295361 0.000225377
     3.33745     0.19613 0.000197115
     3.73009    0.137615 0.000169318
     4.12273   0.0767108 9.98068e-05
     4.51537   0.0349343 7.84484e-05
     4.90801   0.0131504 6.09633e-05
     5.30065  0.00506326 3.49788e-05
     5.69329   0.0038026 3.01839e-05
     6.08593 0.000218625  3.6549e-06
     6.47857 0.000177848 3.39865e-06
     6.87121 4.61815e-05 7.55278e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0110968 3.97453e-05
    0.588961    0.077956 0.000124344
    0.981602     0.20177 0.000135324
     1.37424    0.318085 0.000269297
     1.76688    0.390801 0.000264227
     2.15952     0.41001 0.000256825
     2.55216    0.374046 0.000260797
      2.9448    0.295652 0.000216466
     3.33745    0.196093 0.000189232
     3.73009    0.138324 0.000163368
     4.12273    0.076701 9.58148e-05
     4.51537   0.0342104 7.71453e-05
     4.90801   0.0126862 5.94996e-05
     5.30065  0.00505976 3.35797e-05
     5.69329  0.00394197  2.9155e-05
     6.08593  0.00020988 3.51452e-06
     6.47857 0.000170734 3.26684e-06
     6.87121 4.43342e-05 7.26322e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0110772 3.82193e-05
    0.588961   0.0794837 0.000124671
    0.981602    0.201119 0.000130988
     1.37424     0.31784 0.000259001
     1.76688    0.386593 0.000272065
     2.15952     0.41215 0.000251857
     2.55216    0.376154 0.000255458
      2.9448    0.295549 0.000208154
     3.33745    0.195904 0.000182006
     3.73009    0.138657 0.000157274
     4.12273   0.0761423 9.30311e-05
     4.51537   0.0337209 7.50369e-05
     4.90801   0.0124967 5.73788e-05
     5.30065  0.00486515 3.26003e-05
     5.69329  0.00428785 2.91522e-05
     6.08593 0.000536491 8.27414e-06
     6.47857 0.000238995 3.51549e-06
     6.87121  4.2629e-05 6.99499e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0109739 3.68812e-05
    0.588961   0.0798347 0.000120328
    0.981602    0.200017 0.000128688
     1.37424    0.319123 0.000251171
     1.76688    0.387743 0.000263338
     2.15952    0.411008 0.000243966
     2.55216    0.374642  0.00024847
      2.9448    0.298173 0.000209437
     3.33745    0.195257 0.000175904
     3.73009    0.137887 0.000152494
     4.12273   0.0757476 9.00498e-05
     4.51537   0.0331948 7.32765e-05
     4.90801   0.0127072 5.54681e-05
     5.30065  0.00470767 3.16037e-05
     5.69329  0.00421856 2.81183e-05
     6.08593  0.00134592 2.03554e-05
     6.47857 0.000236257 3.38588e-06
     6.87121 4.10502e-05 6.74581e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0108587 3.56641e-05
    0.588961   0.0807886 0.000118114
    0.981602    0.198397  0.00012964
     1.37424    0.322176 0.000252308
     1.76688     0.38814 0.000254099
     2.15952    0.409935 0.000236561
     2.55216    0.372739 0.000243616
      2.9448    0.296493 0.000205668
     3.33745    0.197117 0.000175008
     3.73009    0.137935 0.000147052
     4.12273   0.0752881 8.74833e-05
     4.51537   0.0327984 7.12532e-05
     4.90801   0.0131765 5.45797e-05
     5.30065  0.00499307 3.11834e-05
     5.69329  0.00407758 2.73099e-05
     6.08593  0.00167685 2.10713e-05
     6.47857 0.000227819 3.27079e-06
     6.87121 3.95841e-05 6.51375e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0111482 3.50817e-05
    0.588961   0.0818556 0.000116691
    0.981602    0.199843 0.000129578
     1.37424    0.322894 0.000244176
     1.76688    0.387587 0.000245672
     2.15952    0.407861 0.000233402
     2.55216    0.372641 0.000235226
      2.9448    0.294781 0.000202501
     3.33745    0.196553 0.000169479
     3.73009    0.138806 0.000143408
     4.12273   0.0745172 8.63352e-05
     4.51537   0.0328603 6.88111e-05
     4.90801   0.0138337 5.48542e-05
     5.30065  0.00578247 3.52292e-05
     5.69329  0.00401708 2.64054e-05
     6.08593  0.00161903 2.03888e-05
     6.47857 0.000219963 3.16325e-06
     6.87121 3.82191e-05 6.29708e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0110195 3.40434e-05
    0.588961   0.0817054 0.000112855
    0.981602    0.200765  0.00012707
     1.37424    0.321376 0.000238648
     1.76688    0.388905 0.000239443
     2.15952    0.405615 0.000231553
     2.55216    0.372358 0.000227481
      2.9448    0.298046  0.00020988
     3.33745    0.195907 0.000164513
     3.73009    0.138115 0.000139551
     4.12273   0.0745652 8.34648e-05
     4.51537   0.0327845 6.65406e-05
     4.90801   0.0142931 5.40848e-05
     5.30065  0.00570567 3.41014e-05
     5.69329  0.00388317 2.57133e-05
     6.08593  0.00156506 1.97489e-05
     6.47857 0.000212631 3.06253e-06
     6.87121 3.69452e-05 6.09434e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632   0.0109002 3.30612e-05
    0.588961   0.0808376 0.000111054
    0.981602    0.199904 0.000124582
     1.37424     0.32326  0.00023505
     1.76688    0.385659 0.000243648
     2.15952    0.408208 0.000232013
     2.55216    0.371542 0.000220954
      2.9448    0.298505 0.000203389
     3.33745    0.196963  0.00016108
     3.73009    0.138263 0.000135092
     4.12273   0.0753697 8.29004e-05
     4.51537   0.0325786 6.45712e-05
     4.90801    0.013832 5.34218e-05
     5.30065  0.00552162 3.32764e-05
     5.69329  0.00375791  2.5053e-05
     6.08593  0.00151457 1.91477e-05
     6.47857 0.000205772 2.96801e-06
     6.87121 3.57534e-05 5.90423e-07
     7.26385           0           0
     7.65649           0           0
     8.04913           0           0
     8.44177           0           0
     8.83441           0           0
     9.22705           0           0
      9.6197           0           0
     10.0123           0           0
      10.405           0           0
     10.7976           0           0
     11.1903           0           0
     11.5829           0           0

     0.19632    0.011018 3.21444e-05
    0.588961   0.0809243 0.000107602
    0.981602    0.200054 0.000120738
     1.37424     0.32371 0.000227944
     1.76688    0.383067 0.000243583
