#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.847164   -0.847164           0
           2   -0.845676    -0.84642 0.000526087
           3    -0.84714    -0.84666 0.000401756
           4   -0.850228   -0.847552  0.00082918
           5   -0.846544    -0.84735 0.000687415
           6   -0.854704   -0.848576  0.00125694
           7     -0.8466   -0.848294  0.00110862
           8   -0.844472   -0.847816  0.00106802
           9   -0.848312   -0.847871 0.000950774
          10   -0.848172   -0.847901 0.000856172
          11   -0.847404   -0.847856 0.000779531
          12   -0.847904    -0.84786  0.00071458
          13   -0.847564   -0.847837 0.000659975
          14   -0.847728   -0.847829  0.00061288
          15   -0.846236   -0.847723 0.000581155
          16   -0.851408   -0.847954 0.000588698
          17    -0.85302   -0.848252 0.000624971
          18   -0.844436    -0.84804 0.000625166
          19   -0.851448   -0.848219 0.000617465
          20   -0.844748   -0.848045 0.000610493
