#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.028012    0.028012           0
           2   -0.010622    0.008695   0.0136592
           3   -0.039056   -0.007222   0.0158689
           4   -0.029416  -0.0127705   0.0128351
           5    -0.05367  -0.0209504    0.012608
           6     0.03267  -0.0120137    0.013302
           7   -0.054704  -0.0181123   0.0127232
           8    0.084212 -0.00532175   0.0163428
           9    0.018352 -0.00269133   0.0147371
          10    -0.06209  -0.0086312   0.0144108
          11   -0.045648  -0.0119964   0.0134879
          12    0.048374  -0.0069655    0.013269
          13    0.003218 -0.00618215   0.0122714
          14     0.03594 -0.00317343    0.011758
          15   -0.041544 -0.00573147   0.0112489
          16   -0.010054 -0.00600162   0.0105491
          17    -0.02297 -0.00699976  0.00997568
          18    -0.04523 -0.00912367  0.00964492
          19   -0.031908  -0.0103228  0.00921154
          20   -0.066522  -0.0131328  0.00916954
