#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     15.7688     15.7688           0
           2     13.9333      14.851    0.648935
           3     15.1906     14.9642    0.442383
           4     14.9136     14.9515    0.331968
           5       14.32     14.8252    0.288608
           6     16.9441     15.1784    0.402211
           7     13.9409     15.0016    0.381632
           8     15.7304     15.0927    0.344632
           9     15.8927     15.1816    0.317596
          10      14.422     15.1056     0.29478
          11     14.5058     15.0511    0.272978
          12      14.732     15.0245    0.251522
          13     14.4252     14.9784    0.236361
          14     13.5042     14.8731    0.241799
          15     15.4746     14.9132     0.22898
          16     16.0581     14.9848    0.225573
          17      18.046     15.1648    0.274938
          18     13.1546     15.0532    0.281433
          19     16.4745      15.128    0.276384
          20     14.1444     15.0788    0.266904
