#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.725956   -0.725956           0
           2   -0.720648   -0.723302  0.00187666
           3   -0.723312   -0.723305  0.00125111
           4   -0.724232   -0.723537 0.000959542
           5   -0.721828   -0.723195 0.000826271
           6   -0.720044    -0.72267 0.000839033
           7   -0.722888   -0.722701 0.000719749
           8   -0.718372    -0.72216 0.000807994
           9   -0.719628   -0.721879  0.00076563
          10   -0.718792    -0.72157 0.000748706
          11   -0.721252   -0.721541   0.0006812
          12   -0.720076   -0.721419  0.00063528
          13     -0.7216   -0.721433 0.000586565
          14   -0.720996   -0.721402 0.000545497
          15   -0.720784   -0.721361 0.000510683
          16   -0.723064   -0.721467 0.000489737
          17   -0.720812   -0.721428 0.000462442
          18     -0.7216   -0.721438 0.000436849
          19     -0.7223   -0.721483 0.000416206
          20   -0.719744   -0.721396  0.00040438
