#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     5.75128     5.75128           0
           2     5.89464     5.82296   0.0506841
           3     6.02103     5.88898   0.0636207
           4     5.52105       5.797    0.092857
           5     5.42141     5.72188    0.100162
           6     5.78961     5.73317   0.0841019
           7     5.44152     5.69151   0.0817589
           8     5.34412     5.64808   0.0822659
           9     5.61519     5.64443   0.0732064
          10     5.13142     5.59313   0.0819116
          11     5.45848     5.58089   0.0753742
          12     5.53013     5.57666   0.0692116
          13     5.35341     5.55948   0.0659838
          14     5.59958     5.56235   0.0613328
          15     5.38333     5.55041   0.0583935
          16     5.59775     5.55337   0.0548187
          17     5.77412     5.56636   0.0531098
          18     5.65854     5.57148   0.0504056
          19     5.84736       5.586   0.0498001
          20     5.36948     5.57517   0.0484725
