#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   -0.087198   -0.087198           0
           2    -0.15275   -0.119974   0.0231761
           3   -0.033404  -0.0911173   0.0281756
           4    0.089776   -0.045894   0.0445018
           5   -0.121088  -0.0609328   0.0380578
           6   -0.318148   -0.103802   0.0503717
           7   -0.016338  -0.0913071   0.0446985
           8    0.000234  -0.0798645   0.0405494
           9    -0.02565  -0.0738407   0.0364886
          10   -0.390672   -0.105524   0.0445184
          11   -0.398922   -0.132196   0.0477983
          12   -0.112156   -0.130526   0.0438443
          13    0.028108   -0.118324   0.0421355
          14   -0.104586   -0.117342   0.0391373
          15     0.04214    -0.10671   0.0379448
          16    0.186872  -0.0883614    0.039763
          17    0.159482  -0.0737824   0.0400075
          18   -0.078852   -0.074064   0.0377859
          19   -0.420206   -0.092282   0.0399482
          20    0.103334  -0.0825012   0.0391299
