#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -0.5288     -0.5288           0
           2     -0.4496     -0.4892   0.0280014
           3     -0.3632     -0.4472   0.0390446
           4     -0.4416     -0.4458   0.0293085
           5     -0.4424    -0.44512   0.0234547
           6     -0.5168   -0.457067   0.0223823
           7     -0.4408   -0.454743   0.0193051
           8     -0.5208      -0.463    0.018574
           9     -0.6048   -0.478756   0.0222091
          10     -0.6856    -0.49944   0.0280105
          11     -0.5224   -0.501527   0.0255418
          12     -0.6024   -0.509933   0.0247579
          13     -0.6064   -0.517354   0.0239397
          14     -0.6064   -0.523714   0.0230592
          15     -0.6048    -0.52912   0.0221465
          16       -0.52    -0.52855   0.0207697
          17     -0.7584   -0.542071   0.0235409
          18     -0.6056     -0.5456   0.0224961
          19     -0.3632      -0.536   0.0232705
          20     -0.4448    -0.53144   0.0225493
          21     -0.3584     -0.5232   0.0229317
          22     -0.3568   -0.515636   0.0231031
          23     -0.5224    -0.51593   0.0221004
          24     -0.5184   -0.516033   0.0211798
          25     -0.5192    -0.51616    0.020333
          26     -0.6016   -0.519446   0.0198148
          27     -0.3584   -0.513481   0.0199584
          28     -0.4344   -0.510657   0.0194444
          29     -0.4352   -0.508055   0.0189472
          30     -0.5936   -0.510907    0.018529
          31     -0.4344   -0.508439   0.0180949
          32       -0.44     -0.5063   0.0176554
          33     -0.6024   -0.509212   0.0173589
          34     -0.2064   -0.500306   0.0189962
          35     -0.2088   -0.491977   0.0201969
          36     -0.2024   -0.483933   0.0211772
          37     -0.3608   -0.480605   0.0208647
          38     -0.6792   -0.485832   0.0209599
          39     -0.6008   -0.488779   0.0206287
          40     -0.3576     -0.4855    0.020372
          41      -0.364   -0.482537   0.0200895
          42     -0.4464   -0.481676   0.0196296
          43      -0.608   -0.484614   0.0193917
          44     -0.2856   -0.480091   0.0194713
          45     -0.5256   -0.481102   0.0190649
          46     -0.3712   -0.478713   0.0187995
          47      -0.532   -0.479847   0.0184337
          48     -0.3688   -0.477533   0.0181943
          49     -0.2856   -0.473616   0.0182397
          50     -0.4448    -0.47304    0.017884
          51     -0.2856   -0.469365    0.017907
          52     -0.3616   -0.467292   0.0176822
          53     -0.4384   -0.466747   0.0173569
          54     -0.3592   -0.464756   0.0171494
          55     -0.5152   -0.465673   0.0168621
          56     -0.2784   -0.462329   0.0168894
          57       -0.36   -0.460533   0.0166882
          58     -0.5184   -0.461531   0.0164303
          59     -0.5208   -0.462536   0.0161825
          60     -0.2784   -0.459467   0.0162011
          61     -0.2008   -0.455226   0.0164811
          62     -0.2832   -0.452452   0.0164472
          63     -0.5984   -0.454768   0.0163485
          64     -0.4368   -0.454488   0.0160955
          65     -0.3592   -0.453022   0.0159145
          66     -0.3592     -0.4516   0.0157367
          67     -0.6056   -0.453899   0.0156688
          68     -0.3624   -0.452553    0.015496
          69     -0.3656   -0.451293   0.0153226
          70     -0.6056   -0.453497   0.0152614
          71     -0.4424   -0.453341   0.0150473
          72     -0.5272   -0.454367   0.0148732
          73     -0.4432   -0.454214   0.0146703
          74     -0.3632   -0.452984   0.0145235
          75      -0.364   -0.451797   0.0143782
          76     -0.5232   -0.452737   0.0142197
          77     -0.3664   -0.451616   0.0140792
          78     -0.5248   -0.452554   0.0139299
          79     -0.5248   -0.453468   0.0137836
          80     -0.3592    -0.45229   0.0136615
          81     -0.6816   -0.455121   0.0137831
          82     -0.4416   -0.454956    0.013616
          83     -0.5296   -0.455855   0.0134816
          84      -0.448   -0.455762   0.0133214
          85       -0.36   -0.454635   0.0132123
          86      -0.364   -0.453581   0.0131006
          87     -0.3656    -0.45257    0.012989
          88     -0.3632   -0.451555    0.012881
          89      -0.608   -0.453312   0.0128557
          90      -0.288   -0.451476   0.0128434
          91     -0.3704   -0.450585   0.0127331
          92     -0.5304   -0.451452   0.0126242
          93      -0.612   -0.453178    0.012606
          94      -0.364    -0.45223   0.0125075
          95     -0.1984   -0.449558    0.012658
          96     -0.3592   -0.448617   0.0125611
          97     -0.4376   -0.448503   0.0124321
          98       -0.36     -0.4476    0.012338
          99     -0.5984   -0.449123   0.0123071
         100     -0.5224   -0.449856   0.0122058
         101     -0.4448   -0.449806    0.012085
         102     -0.4392   -0.449702    0.011967
         103     -0.2792   -0.448047   0.0119648
         104     -0.2824   -0.446454   0.0119553
         105     -0.7632    -0.44947   0.0122161
         106     -0.6808   -0.451653   0.0122942
         107     -0.6016   -0.453054   0.0122589
         108     -0.6064   -0.454474   0.0122274
         109     -0.5264   -0.455134    0.012133
         110     -0.5216   -0.455738   0.0120377
         111     -0.4432   -0.455625   0.0119298
         112     -0.5224   -0.456221   0.0118382
         113     -0.5168   -0.456758   0.0117455
         114     -0.3584   -0.455895   0.0116742
         115     -0.4384   -0.455743   0.0115736
         116       -0.52   -0.456297   0.0114871
         117     -0.2808   -0.454797   0.0114864
         118     -0.2752   -0.453275   0.0114895
         119      -0.364   -0.452524   0.0114174
         120     -0.3664   -0.451807   0.0113448
         121     -0.5272    -0.45243   0.0112681
         122     -0.3632   -0.451698   0.0111995
         123     -0.3592   -0.450946   0.0111337
         124     -0.1208   -0.448284   0.0113578
         125     -0.4392   -0.448211   0.0112671
         126     -0.4416   -0.448159   0.0111778
         127     -0.5192   -0.448718   0.0111038
         128     -0.4416   -0.448663   0.0110172
         129     -0.2856   -0.447398   0.0110041
         130     -0.4424    -0.44736   0.0109195
         131     -0.5264   -0.447963   0.0108528
         132      -0.284   -0.446721   0.0108414
         133     -0.4464   -0.446719   0.0107599
         134     -0.5264   -0.447313    0.010696
         135     -0.5248   -0.447887   0.0106322
         136     -0.6056   -0.449047   0.0106171
         137     -0.3592   -0.448391   0.0105598
         138     -0.3536   -0.447704   0.0105056
         139      -0.432   -0.447591   0.0104306
         140     -0.6792   -0.449246   0.0104865
         141     -0.6816   -0.450894   0.0105408
         142     -0.6032   -0.451966    0.010521
         143     -0.3616   -0.451334   0.0104664
         144     -0.3616   -0.450711   0.0104122
         145     -0.5984    -0.45173   0.0103901
         146     -0.6024   -0.452762   0.0103701
         147     -0.6032   -0.453785   0.0103499
         148      -0.524   -0.454259   0.0102909
         149     -0.4456   -0.454201   0.0102219
         150     -0.4384   -0.454096   0.0101543
         151     -0.4456    -0.45404   0.0100873
         152     -0.4472   -0.453995    0.010021
         153     -0.6856   -0.455508   0.0100692
         154      -0.524   -0.455953   0.0100136
         155     -0.5248   -0.456397  0.00995885
         156      -0.604   -0.457344  0.00993986
         157      -0.528   -0.457794  0.00988673
         158     -0.6064   -0.458734   0.0098688
         159     -0.6048   -0.459653  0.00984939
         160     -0.6064    -0.46057  0.00983044
         161      -0.528   -0.460989   0.0097783
         162     -0.2008   -0.459383  0.00984896
         163      -0.364   -0.458798  0.00980591
