#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.960804   -0.960804           0
           2   -0.965024   -0.962914    0.001492
           3   -0.966568   -0.964132  0.00140655
           4   -0.972504   -0.966225  0.00209722
           5   -0.963168   -0.965614  0.00176465
           6    -0.97086   -0.966488  0.00167321
           7   -0.973624   -0.967507  0.00171687
           8   -0.978336   -0.968861  0.00196467
           9   -0.971416   -0.969145  0.00176676
          10   -0.976788   -0.969909  0.00174761
          11   -0.971244   -0.970031  0.00159294
          12   -0.971252   -0.970132  0.00146344
          13   -0.973548   -0.970395  0.00137426
          14   -0.971688   -0.970487  0.00127919
          15    -0.97502    -0.97079  0.00122909
          16   -0.973288   -0.970946  0.00116214
          17   -0.976972     -0.9713  0.00114657
          18   -0.973384   -0.971416   0.0010887
          19     -0.9694    -0.97131  0.00103656
          20   -0.975816   -0.971535  0.00100892
