#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    -0.09376    -0.09376           0
           2   -0.226418   -0.160089   0.0469017
           3    -0.45616   -0.258779   0.0864342
           4   -0.490778   -0.316779   0.0820081
           5    0.126074   -0.228208    0.102859
           6    -0.10685   -0.207982   0.0876821
           7    0.454202   -0.113384    0.115407
           8    0.337106   -0.057073    0.113894
           9    0.529898    0.008146    0.118449
          10    -0.33937  -0.0266056    0.111586
          11    -0.34229  -0.0553042    0.105067
          12    0.453134  -0.0129343    0.104506
          13    0.111634 -0.00335215   0.0969055
          14    0.343552   0.0214267   0.0930978
          15   -0.643242  -0.0228845   0.0968643
          16    0.220948   -0.007645   0.0920012
          17    0.221064  0.00580847   0.0875675
          18    0.095302   0.0107803   0.0828437
          19   -0.115888  0.00411358   0.0787513
          20   -0.427866  -0.0174854   0.0777193
