#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.004098    0.004098           0
           2    0.006132    0.005115 0.000719128
           3    0.002566  0.00426533 0.000843286
           4   -0.001506   0.0028225  0.00140048
           5      0.0006    0.002378  0.00118883
           6   -0.002512    0.001563  0.00123895
           7   -0.000106  0.00132457  0.00108466
           8    0.008478  0.00221875  0.00126505
           9    0.006246  0.00266622  0.00120102
          10   -0.003296     0.00207  0.00121997
          11    -0.00832  0.00112545  0.00142866
          12    -0.00416    0.000685  0.00137583
          13    0.004902  0.00100938  0.00130768
          14    0.009292    0.001601  0.00134144
          15   -0.004972   0.0011628  0.00132165
          16    0.008484  0.00162037  0.00131587
          17    0.001328  0.00160318  0.00123858
          18    0.003552  0.00171144  0.00117449
          19   -0.001262  0.00155495  0.00112306
          20   -0.007944     0.00108    0.001163
