#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.120002    0.120002           0
           2    0.120938     0.12047 0.000330926
           3    0.136464    0.125801   0.0043586
           4    0.080594    0.114499   0.0103191
           5    0.093872    0.110374  0.00904245
           6    0.108422    0.110049  0.00754123
           7     0.10885    0.109877  0.00646585
           8    0.142874    0.114002  0.00684794
           9    0.107588    0.113289  0.00612403
          10    0.110924    0.113053  0.00551619
          11    0.100546    0.111916  0.00513056
          12     0.12543    0.113042  0.00482503
          13     0.11889    0.113492  0.00447479
          14    0.125774    0.114369  0.00424029
          15     0.09532    0.113099  0.00414341
          16    0.108228    0.112795  0.00389562
          17     0.09634    0.111827   0.0037848
          18    0.105806    0.111492  0.00358929
          19    0.102184    0.111002  0.00343365
          20    0.097566    0.110331  0.00332704
