#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     6.30855     6.30855           0
           2     6.40263     6.35559   0.0332623
           3     6.42593     6.37904   0.0292964
           4     5.65315     6.19757    0.158687
           5     5.89067     6.13619    0.138312
           6     6.07963     6.12676    0.115581
           7     5.77539     6.07656    0.109428
           8     6.35812     6.11176    0.101251
           9     5.94364     6.09308   0.0917078
          10     5.62924     6.04669   0.0935345
          11     5.82689     6.02671   0.0871397
          12     6.22999     6.04365   0.0815079
          13     6.05523     6.04454   0.0752429
          14     6.20112     6.05573   0.0706947
          15     5.72912     6.03395   0.0692537
          16     6.01236      6.0326   0.0649385
          17      6.0204     6.03188   0.0611226
          18     5.98168      6.0291   0.0577905
          19     6.17399     6.03672   0.0552498
          20     5.79347     6.02456   0.0538094
