#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -0.7297     -0.7297           0
           2   -0.725691   -0.727695  0.00141749
           3   -0.728185   -0.727859 0.000954356
           4   -0.725328   -0.727226 0.000901419
           5   -0.725381   -0.726857  0.00079304
           6   -0.724216   -0.726417 0.000773406
           7   -0.725545   -0.726292 0.000672876
           8   -0.725497   -0.726193 0.000596058
           9   -0.722916   -0.725829 0.000631336
          10   -0.723038    -0.72555 0.000626843
          11   -0.724239   -0.725431 0.000581076
          12   -0.725117   -0.725405 0.000533242
          13   -0.725918   -0.725444 0.000493683
          14   -0.726987   -0.725554 0.000470569
          15   -0.723802   -0.725437 0.000453459
          16   -0.726065   -0.725477 0.000426809
          17   -0.723983   -0.725389 0.000410648
          18   -0.725496   -0.725395 0.000387878
          19   -0.726532   -0.725455  0.00037205
          20   -0.723687   -0.725366  0.00036379
