#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.969201   -0.969201           0
           2   -0.966003   -0.967602  0.00113061
           3   -0.972665   -0.969289  0.00157074
           4   -0.964329   -0.968049  0.00159417
           5    -0.96001   -0.966441  0.00192212
           6   -0.964938   -0.966191  0.00161801
           7   -0.974546   -0.967384  0.00177327
           8   -0.958557   -0.966281  0.00186359
           9   -0.962099   -0.965816  0.00171348
          10   -0.962744   -0.965509  0.00156944
          11    -0.95337   -0.964406  0.00177276
          12   -0.977253   -0.965476  0.00192131
          13   -0.965812   -0.965502  0.00177369
          14   -0.968053   -0.965684  0.00165633
          15   -0.963711   -0.965553  0.00155113
          16   -0.976581   -0.966242      0.0016
          17    -0.96566   -0.966208  0.00150625
          18   -0.964704   -0.966124  0.00142489
          19   -0.962552   -0.965936  0.00136224
          20    -0.97404   -0.966341  0.00135305
