#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     59.8509     59.8509           0
           2     57.3819     58.6164    0.872914
           3     61.1134     59.4487    0.894702
           4     55.0395     58.3464     1.16687
           5     55.6146     57.8001     1.05368
           6     55.5358     57.4227    0.943226
           7     62.3852     58.1316     1.04136
           8      53.151      57.509      1.0814
           9     54.2175     57.1433     1.02121
          10     56.1209     57.0411    0.924196
          11     49.4019     56.3466     1.06974
          12     64.9967     57.0674     1.19911
          13     58.4133      57.171     1.11133
          14     58.2938     57.2512     1.03484
          15     56.7916     57.2205    0.966308
          16     62.8731     57.5738    0.968343
          17     57.5659     57.5734    0.911382
          18     57.3264     57.5596    0.860853
          19     54.5826     57.4029    0.829682
          20     62.8134     57.6735    0.831131
