#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         615     2.91972     2.81667  0.00175563
         616     2.91923     2.81684  0.00176065
         617      2.9187       2.817  0.00176552
         618     2.91815     2.81717  0.00177024
         619     2.91756     2.81733  0.00177479
         620     2.91695     2.81749  0.00177919
         621     2.91631     2.81765  0.00178342
         622     2.91565     2.81781   0.0017875
         623     2.91497     2.81796  0.00179143
         624     2.91428     2.81812  0.00179519
         625     2.91358     2.81827  0.00179881
         626     2.91286     2.81842  0.00180227
         627     2.91214     2.81857  0.00180558
         628     2.91142     2.81872  0.00180875
         629     2.91069     2.81886  0.00181177
         630     2.90997     2.81901  0.00181466
         631     2.90925     2.81915  0.00181741
         632     2.90854     2.81929  0.00182003
         633     2.90785     2.81943  0.00182252
         634     2.90717     2.81957   0.0018249
         635     2.90652     2.81971  0.00182715
         636     2.90589     2.81984   0.0018293
         637      2.9053     2.81998  0.00183134
         638     2.90474     2.82011  0.00183328
         639     2.90423     2.82024  0.00183513
         640     2.90377     2.82037   0.0018369
         641     2.90335      2.8205  0.00183859
         642       2.903     2.82063  0.00184021
         643     2.90272     2.82076  0.00184177
         644      2.9025     2.82089  0.00184328
         645     2.90236     2.82101  0.00184475
         646      2.9023     2.82114  0.00184618
         647     2.90232     2.82126  0.00184758
         648     2.90244     2.82139  0.00184897
         649     2.90265     2.82151  0.00185036
         650     2.90295     2.82164  0.00185175
         651     2.90335     2.82176  0.00185315
         652     2.90385     2.82189  0.00185458
         653     2.90444     2.82202  0.00185605
         654     2.90513     2.82214  0.00185755
         655     2.90591     2.82227  0.00185911
         656     2.90679      2.8224  0.00186074
         657     2.90775     2.82253  0.00186244
         658     2.90879     2.82266  0.00186421
         659     2.90991     2.82279  0.00186608
         660      2.9111     2.82293  0.00186804
         661     2.91234     2.82306  0.00187011
         662     2.91365      2.8232  0.00187228
         663       2.915     2.82334  0.00187457
         664     2.91638     2.82348  0.00187698
         665      2.9178     2.82362  0.00187951
         666     2.91923     2.82376  0.00188216
         667     2.92068     2.82391  0.00188494
         668     2.92213     2.82406  0.00188784
         669     2.92358      2.8242  0.00189087
         670     2.92501     2.82436  0.00189403
         671     2.92643     2.82451   0.0018973
         672     2.92782     2.82466   0.0019007
         673     2.92918     2.82482  0.00190421
         674     2.93051     2.82497  0.00190783
         675     2.93179     2.82513  0.00191156
         676     2.93303     2.82529  0.00191538
         677     2.93421     2.82545   0.0019193
         678     2.93534     2.82561   0.0019233
         679     2.93642     2.82578  0.00192738
         680     2.93744     2.82594  0.00193152
         681      2.9384     2.82611  0.00193573
         682      2.9393     2.82627     0.00194
         683     2.94014     2.82644  0.00194431
         684     2.94092     2.82661  0.00194866
         685     2.94163     2.82677  0.00195303
         686     2.94229     2.82694  0.00195743
         687     2.94289     2.82711  0.00196185
         688     2.94343     2.82728  0.00196626
         689     2.94391     2.82745  0.00197068
         690     2.94434     2.82762   0.0019751
         691     2.94472     2.82779  0.00197949
         692     2.94505     2.82796  0.00198387
         693     2.94533     2.82813  0.00198823
         694     2.94557      2.8283  0.00199255
         695     2.94578     2.82847  0.00199684
         696     2.94594     2.82863  0.00200109
         697     2.94608      2.8288   0.0020053
         698     2.94618     2.82897  0.00200947
         699     2.94626     2.82914  0.00201359
         700     2.94632     2.82931  0.00201766
         701     2.94636     2.82947  0.00202168
         702     2.94638     2.82964  0.00202565
         703      2.9464     2.82981  0.00202956
         704     2.94641     2.82997  0.00203343
         705     2.94641     2.83014  0.00203724
         706     2.94641      2.8303    0.002041
         707     2.94642     2.83047  0.00204471
         708     2.94642     2.83063  0.00204837
         709     2.94644     2.83079  0.00205198
         710     2.94646     2.83096  0.00205555
         711     2.94649     2.83112  0.00205907
         712     2.94653     2.83128  0.00206255
         713     2.94657     2.83144  0.00206599
         714     2.94663      2.8316  0.00206938
