#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         519     1.89528     1.86863 0.000880533
         520     1.89525     1.86869 0.000880326
         521      1.8953     1.86874 0.000880117
         522     1.89545     1.86879 0.000879917
         523     1.89569     1.86884 0.000879737
         524     1.89602     1.86889 0.000879586
         525     1.89643     1.86894 0.000879473
         526     1.89692       1.869 0.000879408
         527     1.89749     1.86905 0.000879399
         528     1.89813     1.86911 0.000879456
         529     1.89882     1.86916 0.000879586
         530     1.89958     1.86922 0.000879797
         531     1.90038     1.86928 0.000880094
         532     1.90122     1.86934 0.000880486
         533     1.90209      1.8694 0.000880976
         534     1.90299     1.86946 0.000881569
         535     1.90391     1.86953  0.00088227
         536     1.90485     1.86959 0.000883082
         537     1.90579     1.86966 0.000884006
         538     1.90673     1.86973 0.000885044
         539     1.90767      1.8698 0.000886197
         540     1.90861     1.86987 0.000887466
         541     1.90954     1.86994 0.000888849
         542     1.91046     1.87002 0.000890346
         543     1.91136      1.8701 0.000891956
         544     1.91225     1.87017 0.000893676
         545     1.91313     1.87025 0.000895505
         546     1.91399     1.87033  0.00089744
         547     1.91483     1.87041 0.000899479
         548     1.91566      1.8705 0.000901619
         549     1.91648     1.87058 0.000903859
         550     1.91728     1.87066 0.000906195
         551     1.91807     1.87075 0.000908625
         552     1.91885     1.87084 0.000911147
         553     1.91961     1.87093 0.000913758
         554     1.92037     1.87102 0.000916457
         555     1.92112     1.87111 0.000919242
         556     1.92187      1.8712 0.000922112
         557     1.92261     1.87129 0.000925064
         558     1.92334     1.87138 0.000928097
         559     1.92407     1.87148 0.000931211
         560      1.9248     1.87157 0.000934404
         561     1.92553     1.87167 0.000937675
         562     1.92625     1.87177 0.000941024
         563     1.92698     1.87186 0.000944449
         564      1.9277     1.87196  0.00094795
         565     1.92843     1.87206 0.000951526
         566     1.92916     1.87216 0.000955177
         567     1.92988     1.87226 0.000958901
         568     1.93061     1.87237 0.000962698
         569     1.93133     1.87247 0.000966567
         570     1.93205     1.87258 0.000970507
         571     1.93277     1.87268 0.000974517
         572     1.93349     1.87279 0.000978595
         573     1.93421     1.87289 0.000982741
         574     1.93492       1.873 0.000986952
         575     1.93563     1.87311 0.000991227
         576     1.93633     1.87322 0.000995565
         577     1.93703     1.87333 0.000999961
         578     1.93771     1.87344  0.00100442
         579     1.93839     1.87356  0.00100892
         580     1.93905     1.87367  0.00101348
         581      1.9397     1.87378  0.00101809
         582     1.94034      1.8739  0.00102275
         583     1.94097     1.87401  0.00102744
         584     1.94157     1.87413  0.00103218
         585     1.94216     1.87424  0.00103694
         586     1.94273     1.87436  0.00104174
         587     1.94328     1.87448  0.00104656
         588     1.94381      1.8746   0.0010514
         589     1.94431     1.87471  0.00105626
         590     1.94478     1.87483  0.00106112
         591     1.94523     1.87495  0.00106599
         592     1.94566     1.87507  0.00107086
         593     1.94605     1.87519  0.00107573
         594     1.94641     1.87531  0.00108058
         595     1.94675     1.87543  0.00108541
         596     1.94705     1.87555  0.00109022
         597     1.94732     1.87567    0.001095
         598     1.94755     1.87579  0.00109975
