#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.87856     1.87856           0
           2     1.91272     1.89564   0.0120774
           3     1.87747     1.88958  0.00944858
           4     1.90173     1.89262  0.00755873
           5     1.89764     1.89362  0.00611333
           6     1.86565     1.88896  0.00663855
           7     1.94587     1.89709  0.00943599
           8     1.86986     1.89369   0.0088492
           9     1.93614      1.8984  0.00903617
          10     1.89707     1.89827  0.00813355
          11     1.84817     1.89372  0.00857517
          12     1.90378     1.89455  0.00790151
          13     1.82295     1.88905  0.00901144
          14     1.86457      1.8873  0.00853564
          15     1.86258     1.88565  0.00812406
          16     1.87612     1.88505  0.00763812
          17     1.87664     1.88456  0.00720483
          18     1.93758     1.88751  0.00738225
          19      1.8343     1.88471  0.00750599
          20     1.88983     1.88496  0.00713505
