#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.529056   -0.529056           0
           2   -0.527132   -0.528094 0.000680237
           3    -0.52858   -0.528256 0.000472388
           4   -0.529208   -0.528494 0.000409884
           5    -0.53002   -0.528799 0.000426662
           6   -0.527256   -0.528542  0.00042608
           7   -0.529792   -0.528721 0.000400888
           8   -0.527956   -0.528625  0.00036199
           9    -0.52756   -0.528507 0.000340562
          10   -0.526936    -0.52835 0.000340806
          11   -0.528312   -0.528346 0.000309841
          12   -0.529608   -0.528451 0.000301335
          13    -0.52914   -0.528504 0.000282774
          14   -0.525692   -0.528303 0.000326215
          15   -0.527724   -0.528265 0.000306746
          16    -0.52994    -0.52837 0.000304919
          17   -0.528884     -0.5284 0.000288481
          18    -0.52802   -0.528379 0.000273225
          19   -0.529556   -0.528441 0.000265778
          20   -0.525692   -0.528303 0.000285821
