#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.006218    0.006218           0
           2    0.004486    0.005352 0.000612354
           3     0.00251  0.00440467 0.000874614
           4   -0.000334     0.00322  0.00121773
           5   -0.001098   0.0023564  0.00124325
           6   -0.006068 0.000952333   0.0016481
           7   -0.004796 0.000131143  0.00160425
           8     0.00658  0.00093725  0.00159342
           9    0.007388    0.001654  0.00156932
          10    0.000454    0.001534  0.00141697
          11   -0.002106  0.00120309  0.00132623
          12   -0.002732 0.000875167   0.0012556
          13    0.006552  0.00131185  0.00123261
          14    0.005298  0.00159657    0.001177
          15   -0.002968  0.00129227  0.00113719
          16    0.008724  0.00175675  0.00115709
          17    0.000486    0.001682  0.00109144
          18     0.00243  0.00172356  0.00103159
          19    0.000238  0.00164537 0.000980257
          20   -0.008968   0.0011147  0.00106524
