#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.998976   -0.998976           0
           2    -1.00275    -1.00086  0.00133374
           3    -1.00785    -1.00319  0.00209947
           4    -1.00596    -1.00388  0.00168488
           5   -0.998444     -1.0028  0.00166243
           6    -1.00174    -1.00262  0.00139468
           7    -1.00724    -1.00328  0.00134247
           8   -0.997606    -1.00257  0.00134903
           9    -1.00441    -1.00277   0.0012146
          10    -1.00366    -1.00286  0.00109639
          11    -1.00334    -1.00291 0.000997581
          12    -1.00563    -1.00313 0.000939878
          13    -1.00581    -1.00334 0.000889856
          14    -1.00598    -1.00353 0.000846028
          15   -0.997024    -1.00309 0.000893862
          16    -1.00502    -1.00322 0.000846061
          17    -1.00075    -1.00307 0.000808649
          18   -0.992343    -1.00247 0.000958492
          19    -1.00155    -1.00243 0.000909288
          20    -1.00287    -1.00245 0.000864096
