#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.063396    0.063396           0
           2    0.066134    0.064765 0.000968029
           3    0.063806   0.0644453 0.000696136
           4    0.051632    0.061242  0.00282287
           5    0.058694   0.0607324  0.00230384
           6    0.051252   0.0591523  0.00240133
           7     0.06344   0.0597649  0.00213497
           8    0.071082   0.0611795  0.00228929
           9      0.0655   0.0616596  0.00208465
          10     0.05328   0.0608216  0.00203765
          11    0.052138   0.0600322  0.00199949
          12     0.06036   0.0600595  0.00183305
          13    0.066016   0.0605177  0.00174838
          14    0.076928   0.0616899  0.00197777
          15    0.052458   0.0610744  0.00193931
          16    0.067304   0.0614638  0.00185678
          17     0.05471   0.0610665  0.00178955
          18    0.060312   0.0610246  0.00169062
          19    0.065582   0.0612644  0.00161857
          20    0.056656    0.061034  0.00155396
