#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.616656   -0.616656           0
           2   -0.615071   -0.615863 0.000560467
           3   -0.614844   -0.615524 0.000465353
           4   -0.615109    -0.61542 0.000360391
           5   -0.616822     -0.6157 0.000382135
           6   -0.614837   -0.615556 0.000344465
           7   -0.615889   -0.615604 0.000298511
           8   -0.615598   -0.615603 0.000261198
           9   -0.614218   -0.615449 0.000273786
          10   -0.613786   -0.615283 0.000292617
          11   -0.616443   -0.615388 0.000284381
          12   -0.617819   -0.615591  0.00032492
          13   -0.615884   -0.615613 0.000300709
          14   -0.613279   -0.615447 0.000322176
          15   -0.613505   -0.615317 0.000325661
          16   -0.617586   -0.615459 0.000334759
          17   -0.614974   -0.615431  0.00031628
          18   -0.614758   -0.615393 0.000300906
          19   -0.616412   -0.615447 0.000289804
          20   -0.611513    -0.61525 0.000335481
