#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     3.08082     3.08082           0
           2     3.08459     3.08271  0.00133239
           3      2.9423      3.0359   0.0382243
           4     3.00837     3.02902   0.0292817
           5     3.10712     3.04464   0.0272754
           6     3.10534     3.05476   0.0245342
           7     3.15926     3.06969    0.025165
           8     3.20584     3.08671   0.0271714
           9     3.09802     3.08796   0.0241814
          10     2.94835       3.074   0.0254766
          11     2.96941     3.06449   0.0248716
          12     3.08846     3.06649    0.022879
          13     3.01855      3.0628   0.0214142
          14     3.17172     3.07058   0.0212508
          15     3.00258     3.06605   0.0203119
          16     3.11192     3.06892   0.0192437
          17       3.135      3.0728   0.0185002
          18     3.10418     3.07455   0.0175543
          19     2.97054     3.06907   0.0174631
          20     2.98442     3.06484   0.0170952
